year,to_country,performer,song,performer_orig,song_orig,place_final,points_final
2011,Azerbaijan,Ell/Nikki,Running Scared,Scared,Running  Ell/Nikki,,
2011,Finland,Paradise Oskar,Da da dam,dam,Da da  Paradise Oskar,,
2011,Iceland,Sjonni's Friends,Coming Home,Home,Coming  Sjonni's Friends,,
2011,Lithuania,Evelina Sašenko,C'est ma vie,vie,C'est ma  Evelina Sašenko,,
2011,Georgia,Eldrine,One More Day,Day,One More  Eldrine,,
2011,Hungary,Kati Wolf,What About My Dreams?,Dreams?,What About My  Kati Wolf,,
2011,Serbia,Nina,Čaroban,Čaroban, Nina,,
2011,Russia,Alexej Vorobjov,Get You,You,Get  Alexej Vorobjov,,
2011,Switzerland,Anna Rossinelli,In Love For A While,While,In Love For A  Anna Rossinelli,,
2011,Malta,Glen Vella,One Life,Life,One  Glen Vella,,
2011,Armenia,Emmy,Boom,Boom,  Emmy,,
2011,Turkey,Yüksek Sadakat,Live It Up,Up,Live It  Yüksek Sadakat,,
2011,Albania,Aurela Gaçe,Feel The Passion,Passion,Feel The  Aurela Gaçe,,
2011,Croatia,Daria,Celebrate,Celebrate, Daria,,
2011,San Marino,Senit,Stand By,By,Stand  Senit,,
2011,Norway,Stella Mwangi,Haba haba,haba,Haba  Stella Mwangi,,
2011,Portugal,Homens da Luta,A luta é alegria,alegria,A luta é  Homens da Luta,,
2011,Poland,Magdalena Tul,Jestem,Jestem, Magdalena Tul,,
2011,Sweden,Eric Saade,Popular,Popular, Eric Saade,,
2011,Denmark,A Friend In London,New Tomorrow,Tomorrow,New  A Friend In London,,
2011,Slovenia,Maja Keuc,No One,One,No  Maja Keuc,,
2011,Romania,Hotel FM,Change,Change, Hotel FM,,
2011,Bosnia & Herzegovina,Dino Merlin,Love In Rewind,Rewind,Love In  Dino Merlin,,
2011,Ukraine,Mika Newton,Angel,Angel, Mika Newton,,
2011,Austria,Nadine Beiler,The Secret Is Love,Love,The Secret Is  Nadine Beiler,,
2011,Ireland,Jedward,Lipstick,Lipstick, Jedward,,
2011,Estonia,Getter Jaani,Rockefeller Street,Street,Rockefeller  Getter Jaani,,
2011,Moldova,Zdob și Zdub,So Lucky,Lucky,So  Zdob și Zdub,,
2011,Belgium,Witloof Bay,With Love Baby,Baby,With Love  Witloof Bay,,
2011,Bulgaria,Poli Genova,Na Inat,Inat,Na  Poli Genova,,
2011,Slovakia,TWiiNS,I'm Still Alive,Alive,I'm Still  TWiiNS,,
2011,Belarus,Anastasiya Vinnikova,I Love Belarus,Belarus,I Love  Anastasiya Vinnikova,,
2011,Israel,Dana International,Ding Dong,Dong,Ding  Dana International,,
2011,North Macedonia,Vlatko Ilievski,Rusinka,Rusinka, Vlatko Ilievski,,
2011,Latvia,Musiqq,Angel In Disguise,Disguise,Angel In  Musiqq,,
2011,Cyprus,Christos Mylordos,San Aggelos S'agapisa,S'agapisa,San Aggelos  Christos Mylordos,,
2011,Netherlands,3JS,Never Alone,Alone,Never  3JS,,
2012,Sweden,Loreen,Euphoria,Euphoria, Loreen,1.0,372.0
2012,Russia,Buranovskiye Babushki,Party For Everybody,Everybody,Party For  Buranovskiye Babushki,2.0,259.0
2012,Serbia,Željko Joksimović,Nije ljubav stvar,stvar,Nije ljubav  Željko Joksimović,3.0,214.0
2012,Azerbaijan,Sabina Babayeva,When The Music Dies,Dies,When The Music  Sabina Babayeva,4.0,150.0
2012,Albania,Rona Nishliu,Suus,Suus, Rona Nishliu,5.0,146.0
2012,Estonia,Ott Lepland,Kuula,Kuula, Ott Lepland,6.0,120.0
2012,Turkey,Can Bonomo,Love Me Back,Back,Love Me  Can Bonomo,7.0,112.0
2012,Germany,Roman Lob,Standing Still,Still,Standing  Roman Lob,8.0,110.0
2012,Italy,Nina Zilli,L'Amore È Femmina (Out Of Love),Love),L'Amore È Femmina (Out Of  Nina Zilli,9.0,101.0
2012,Spain,Pastora Soler,Quédate conmigo,conmigo,Quédate  Pastora Soler,10.0,97.0
2012,Moldova,Pasha Parfeny,Lăutar,Lăutar, Pasha Parfeny,11.0,81.0
2012,Romania,Mandinga,Zaleilah,Zaleilah, Mandinga,12.0,71.0
2012,North Macedonia,Kaliopi,Crno I Belo,Belo,Crno I  Kaliopi,13.0,71.0
2012,Lithuania,Donny Montell,Love Is Blind,Blind,Love Is  Donny Montell,14.0,70.0
2012,Ukraine,Gaitana,Be My Guest,Guest,Be My  Gaitana,15.0,65.0
2012,Cyprus,Ivi Adamou,La la love,love,La la  Ivi Adamou,16.0,65.0
2012,Greece,Eleftheria Eleftheriou,Aphrodisiac,Aphrodisiac, Eleftheria Eleftheriou,17.0,64.0
2012,Bosnia & Herzegovina,Maya Sar,Korake ti znam,znam,Korake ti  Maya Sar,18.0,55.0
2012,Ireland,Jedward,Waterline,Waterline, Jedward,19.0,46.0
2012,Iceland,Greta Salóme & Jónsi,Never Forget,Forget,Never  Greta Salóme & Jónsi,20.0,46.0
2012,Malta,Kurt Calleja,This Is The Night,Night,This Is The  Kurt Calleja,21.0,41.0
2012,France,Anggun,Écho (You and I),I),Écho (You and  Anggun,22.0,21.0
2012,Denmark,Soluna Samay,Should've Known Better,Better,Should've Known  Soluna Samay,23.0,21.0
2012,Hungary,Compact Disco,Sound Of Our Hearts,Hearts,Sound Of Our  Compact Disco,24.0,19.0
2012,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,Free,Love Will Set You  Engelbert Humperdinck,25.0,12.0
2012,Norway,Tooji,Stay,Stay, Tooji,26.0,7.0
2012,Bulgaria,Sofi Marinova,Love Unlimited,Unlimited,Love  Sofi Marinova,,
2012,Switzerland,Sinplus,Unbreakable,Unbreakable, Sinplus,,
2012,Croatia,Nina Badrić,Nebo,Nebo, Nina Badrić,,
2012,Finland,Pernilla,När jag blundar,blundar,När jag  Pernilla,,
2012,Portugal,Filipa Sousa,Vida minha,minha,Vida  Filipa Sousa,,
2012,Georgia,Anri Jokhadze,I'm a Joker,Joker,I'm a  Anri Jokhadze,,
2012,Netherlands,Joan Franka,You And Me,Me,You And  Joan Franka,,
2012,Belarus,Litesound,We Are The Heroes,Heroes,We Are The  Litesound,,
2012,Israel,Izabo,Time,Time, Izabo,,
2012,San Marino,Valentina Monetta,The Social Network Song,Song,The Social Network  Valentina Monetta,,
2012,Slovenia,Eva Boto,Verjamem,Verjamem, Eva Boto,,
2012,Slovakia,Max Jason Mai,Don't Close Your Eyes,Eyes,Don't Close Your  Max Jason Mai,,
2012,Montenegro,Rambo Amadeus,Euro neuro,neuro,Euro  Rambo Amadeus,,
2012,Latvia,Anmary,Beautiful Song,Song,Beautiful  Anmary,,
2012,Belgium,Iris,Would You?,You?,Would  Iris,,
2012,Austria,Trackshittaz,Woki mit deim Popo,Popo,Woki mit deim  Trackshittaz,,
2012,Russia,Buranovskiye Babushki,Party For Everybody,Everybody,Party For  Buranovskiye Babushki,,
2012,Albania,Rona Nishliu,Suus,Suus, Rona Nishliu,,
2012,Romania,Mandinga,Zaleilah,Zaleilah, Mandinga,,
2012,Greece,Eleftheria Eleftheriou,Aphrodisiac,Aphrodisiac, Eleftheria Eleftheriou,,
2012,Moldova,Pasha Parfeny,Lăutar,Lăutar, Pasha Parfeny,,
2012,Ireland,Jedward,Waterline,Waterline, Jedward,,
2012,Cyprus,Ivi Adamou,La la love,love,La la  Ivi Adamou,,
2012,Iceland,Greta Salóme & Jónsi,Never Forget,Forget,Never  Greta Salóme & Jónsi,,
2012,Denmark,Soluna Samay,Should've Known Better,Better,Should've Known  Soluna Samay,,
2012,Hungary,Compact Disco,Sound Of Our Hearts,Hearts,Sound Of Our  Compact Disco,,
2012,Switzerland,Sinplus,Unbreakable,Unbreakable, Sinplus,,
2012,Finland,Pernilla,När jag blundar,blundar,När jag  Pernilla,,
2012,Israel,Izabo,Time,Time, Izabo,,
2012,San Marino,Valentina Monetta,The Social Network Song,Song,The Social Network  Valentina Monetta,,
2012,Montenegro,Rambo Amadeus,Euro neuro,neuro,Euro  Rambo Amadeus,,
2012,Latvia,Anmary,Beautiful Song,Song,Beautiful  Anmary,,
2012,Belgium,Iris,Would You?,You?,Would  Iris,,
2012,Austria,Trackshittaz,Woki mit deim Popo,Popo,Woki mit deim  Trackshittaz,,
2012,Sweden,Loreen,Euphoria,Euphoria, Loreen,,
2012,Serbia,Željko Joksimović,Nije ljubav stvar,stvar,Nije ljubav  Željko Joksimović,,
2012,Lithuania,Donny Montell,Love Is Blind,Blind,Love Is  Donny Montell,,
2012,Estonia,Ott Lepland,Kuula,Kuula, Ott Lepland,,
2012,Turkey,Can Bonomo,Love Me Back,Back,Love Me  Can Bonomo,,
2012,Bosnia & Herzegovina,Maya Sar,Korake ti znam,znam,Korake ti  Maya Sar,,
2012,Malta,Kurt Calleja,This Is The Night,Night,This Is The  Kurt Calleja,,
2012,Ukraine,Gaitana,Be My Guest,Guest,Be My  Gaitana,,
2012,North Macedonia,Kaliopi,Crno I Belo,Belo,Crno I  Kaliopi,,
2012,Norway,Tooji,Stay,Stay, Tooji,,
2012,Bulgaria,Sofi Marinova,Love Unlimited,Unlimited,Love  Sofi Marinova,,
2012,Croatia,Nina Badrić,Nebo,Nebo, Nina Badrić,,
2012,Portugal,Filipa Sousa,Vida minha,minha,Vida  Filipa Sousa,,
2012,Georgia,Anri Jokhadze,I'm a Joker,Joker,I'm a  Anri Jokhadze,,
2012,Netherlands,Joan Franka,You And Me,Me,You And  Joan Franka,,
2012,Belarus,Litesound,We Are The Heroes,Heroes,We Are The  Litesound,,
2012,Slovenia,Eva Boto,Verjamem,Verjamem, Eva Boto,,
2012,Slovakia,Max Jason Mai,Don't Close Your Eyes,Eyes,Don't Close Your  Max Jason Mai,,
2013,Denmark,Emmelie de Forest,Only Teardrops,Teardrops,Only  Emmelie de Forest,1.0,281.0
2013,Azerbaijan,Farid Mammadov,Hold Me,Me,Hold  Farid Mammadov,2.0,234.0
2013,Ukraine,Zlata Ognevich,Gravity,Gravity, Zlata Ognevich,3.0,214.0
2013,Norway,Margaret Berger,I Feed You My Love,Love,I Feed You My  Margaret Berger,4.0,191.0
2013,Russia,Dina Garipova,What If,If,What  Dina Garipova,5.0,174.0
2013,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Free,Alcohol Is  Koza Mostra feat. Agathon Iakovidis,6.0,152.0
2013,Italy,Marco Mengoni,L'essenziale,L'essenziale, Marco Mengoni,7.0,126.0
2013,Malta,Gianluca,Tomorrow,Tomorrow, Gianluca,8.0,120.0
2013,Netherlands,Anouk,Birds,Birds, Anouk,9.0,114.0
2013,Hungary,ByeAlex,Kedvesem,Kedvesem, ByeAlex,10.0,84.0
2013,Moldova,Aliona Moon,O mie,mie,O  Aliona Moon,11.0,71.0
2013,Belgium,Roberto Bellarosa,Love Kills,Kills,Love  Roberto Bellarosa,12.0,71.0
2013,Romania,Cezar,It's My Life,Life,It's My  Cezar,13.0,65.0
2013,Sweden,Robin Stjernberg,You,You, Robin Stjernberg,14.0,62.0
2013,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,Waterfall, Nodi Tatishvili & Sophie Gelovani,15.0,50.0
2013,Belarus,Alyona Lanskaya,Solayoh,Solayoh, Alyona Lanskaya,16.0,48.0
2013,Iceland,Eythor Ingi,Ég á líf,líf,Ég á  Eythor Ingi,17.0,47.0
2013,Armenia,Dorians,Lonely Planet,Planet,Lonely  Dorians,18.0,41.0
2013,United Kingdom,Bonnie Tyler,Believe In Me,Me,Believe In  Bonnie Tyler,19.0,23.0
2013,Estonia,Birgit,Et uus saaks alguse,alguse,Et uus saaks  Birgit,20.0,19.0
2013,Germany,Cascada,Glorious,Glorious, Cascada,21.0,18.0
2013,Lithuania,Andrius Pojavis,Something,Something, Andrius Pojavis,22.0,17.0
2013,France,Amandine Bourgeois,L'enfer et moi,moi,L'enfer et  Amandine Bourgeois,23.0,14.0
2013,Finland,Krista Siegfrids,Marry Me,Me,Marry  Krista Siegfrids,24.0,13.0
2013,Spain,ESDM,Contigo hasta el final,final,Contigo hasta el  ESDM,25.0,8.0
2013,Ireland,Ryan Dolan,Only Love Survives,Survives,Only Love  Ryan Dolan,26.0,5.0
2013,Serbia,Moje 3,Ljubav je svuda,svuda,Ljubav je  Moje 3,,
2013,San Marino,Valentina Monetta,Crisalide (Vola),(Vola),Crisalide  Valentina Monetta,,
2013,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Samo Shampioni,Shampioni,Samo  Elitsa Todorova & Stoyan Yankulov,,
2013,Montenegro,Who See,Igranka,Igranka, Who See,,
2013,Switzerland,Takasa,You And Me,Me,You And  Takasa,,
2013,Croatia,Klapa s mora,Mižerja,Mižerja, Klapa s mora,,
2013,Israel,Moran Mazor,Rak bishvilo,bishvilo,Rak  Moran Mazor,,
2013,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Identitet, Adrian Lulgjuraj & Bledar Sejko,,
2013,Austria,Natália Kelly,Shine,Shine, Natália Kelly,,
2013,North Macedonia,Esma & Lozano,Pred Da Se Razdeni,Razdeni,Pred Da Se  Esma & Lozano,,
2013,Latvia,PeR,Here We Go,Go,Here We  PeR,,
2013,Cyprus,Despina Olympiou,An Me Thimasai,Thimasai,An Me  Despina Olympiou,,
2013,Slovenia,Hannah,Straight Into Love,Love,Straight Into  Hannah,,
2013,Denmark,Emmelie de Forest,Only Teardrops,Teardrops,Only  Emmelie de Forest,,
2013,Russia,Dina Garipova,What If,If,What  Dina Garipova,,
2013,Ukraine,Zlata Ognevich,Gravity,Gravity, Zlata Ognevich,,
2013,Moldova,Aliona Moon,O mie,mie,O  Aliona Moon,,
2013,Belgium,Roberto Bellarosa,Love Kills,Kills,Love  Roberto Bellarosa,,
2013,Netherlands,Anouk,Birds,Birds, Anouk,,
2013,Belarus,Alyona Lanskaya,Solayoh,Solayoh, Alyona Lanskaya,,
2013,Ireland,Ryan Dolan,Only Love Survives,Survives,Only Love  Ryan Dolan,,
2013,Lithuania,Andrius Pojavis,Something,Something, Andrius Pojavis,,
2013,Estonia,Birgit,Et uus saaks alguse,alguse,Et uus saaks  Birgit,,
2013,Serbia,Moje 3,Ljubav je svuda,svuda,Ljubav je  Moje 3,,
2013,Montenegro,Who See,Igranka,Igranka, Who See,,
2013,Croatia,Klapa s mora,Mižerja,Mižerja, Klapa s mora,,
2013,Austria,Natália Kelly,Shine,Shine, Natália Kelly,,
2013,Cyprus,Despina Olympiou,An Me Thimasai,Thimasai,An Me  Despina Olympiou,,
2013,Slovenia,Hannah,Straight Into Love,Love,Straight Into  Hannah,,
2013,Azerbaijan,Farid Mammadov,Hold Me,Me,Hold  Farid Mammadov,,
2013,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Free,Alcohol Is  Koza Mostra feat. Agathon Iakovidis,,
2013,Norway,Margaret Berger,I Feed You My Love,Love,I Feed You My  Margaret Berger,,
2013,Malta,Gianluca,Tomorrow,Tomorrow, Gianluca,,
2013,Romania,Cezar,It's My Life,Life,It's My  Cezar,,
2013,Iceland,Eythor Ingi,Ég á líf,líf,Ég á  Eythor Ingi,,
2013,Armenia,Dorians,Lonely Planet,Planet,Lonely  Dorians,,
2013,Hungary,ByeAlex,Kedvesem,Kedvesem, ByeAlex,,
2013,Finland,Krista Siegfrids,Marry Me,Me,Marry  Krista Siegfrids,,
2013,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,Waterfall, Nodi Tatishvili & Sophie Gelovani,,
2013,San Marino,Valentina Monetta,Crisalide (Vola),(Vola),Crisalide  Valentina Monetta,,
2013,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Samo Shampioni,Shampioni,Samo  Elitsa Todorova & Stoyan Yankulov,,
2013,Switzerland,Takasa,You And Me,Me,You And  Takasa,,
2013,Israel,Moran Mazor,Rak bishvilo,bishvilo,Rak  Moran Mazor,,
2013,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Identitet, Adrian Lulgjuraj & Bledar Sejko,,
2013,North Macedonia,Esma & Lozano,Pred Da Se Razdeni,Razdeni,Pred Da Se  Esma & Lozano,,
2013,Latvia,PeR,Here We Go,Go,Here We  PeR,,
2014,Austria,Conchita Wurst,Rise Like a Phoenix,Phoenix,Rise Like a  Conchita Wurst,1.0,290.0
2014,Netherlands,The Common Linnets,Calm After The Storm,Storm,Calm After The  The Common Linnets,2.0,238.0
2014,Sweden,Sanna Nielsen,Undo,Undo, Sanna Nielsen,3.0,218.0
2014,Armenia,Aram MP3,Not Alone,Alone,Not  Aram MP3,4.0,174.0
2014,Hungary,András Kállay-Saunders,Running,Running, András Kállay-Saunders,5.0,143.0
2014,Ukraine,Mariya Yaremchuk,Tick - Tock,Tock,Tick -  Mariya Yaremchuk,6.0,113.0
2014,Russia,Tolmachevy Sisters,Shine,Shine, Tolmachevy Sisters,7.0,89.0
2014,Norway,Carl Espen,Silent Storm,Storm,Silent  Carl Espen,8.0,88.0
2014,Denmark,Basim,Cliche Love Song,Song,Cliche Love  Basim,9.0,74.0
2014,Spain,Ruth Lorenzo,Dancing In The Rain,Rain,Dancing In The  Ruth Lorenzo,10.0,74.0
2014,Finland,Softengine,Something Better,Better,Something  Softengine,11.0,72.0
2014,Romania,Paula Seling & OVI,Miracle,Miracle, Paula Seling & OVI,12.0,72.0
2014,Switzerland,Sebalter,Hunter Of Stars,Stars,Hunter Of  Sebalter,13.0,64.0
2014,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,Slavic,My Słowianie - We Are  Donatan & Cleo,14.0,62.0
2014,Iceland,Pollapönk,No Prejudice,Prejudice,No  Pollapönk,15.0,58.0
2014,Belarus,Teo,Cheesecake,Cheesecake, Teo,16.0,43.0
2014,United Kingdom,Molly,Children of the Universe,Universe,Children of the  Molly,17.0,40.0
2014,Germany,Elaiza,Is It Right,Right,Is It  Elaiza,18.0,39.0
2014,Montenegro,Sergej Ćetković,Moj svijet,svijet,Moj  Sergej Ćetković,19.0,37.0
2014,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,Up,Rise  Freaky Fortune feat. RiskyKidd,20.0,35.0
2014,Italy,Emma,La mia città,città,La mia  Emma,21.0,33.0
2014,Azerbaijan,Dilara Kazimova,Start A Fire,Fire,Start A  Dilara Kazimova,22.0,33.0
2014,Malta,Firelight,Coming Home,Home,Coming  Firelight,23.0,32.0
2014,San Marino,Valentina Monetta,Maybe (Forse),(Forse),Maybe  Valentina Monetta,24.0,14.0
2014,Slovenia,Tinkara Kovač,and Round,Round, and  Tinkara Kovač,25.0,9.0
2014,France,Twin Twin,Moustache,Moustache, Twin Twin,26.0,2.0
2014,Portugal,Suzy,Quero ser tua,tua,Quero ser  Suzy,,
2014,Lithuania,Vilija Matačiūnaitė,Attention,Attention, Vilija Matačiūnaitė,,
2014,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,Heartbeat, Can-Linn feat. Kasey Smith,,
2014,Estonia,Tanja,Amazing,Amazing, Tanja,,
2014,North Macedonia,Tijana,To the Sky,Sky,To the  Tijana,,
2014,Latvia,Aarzemnieki,Cake To Bake,Bake,Cake To  Aarzemnieki,,
2014,Belgium,Axel Hirsoux,Mother,Mother, Axel Hirsoux,,
2014,Albania,Hersi,One Night's Anger,Anger,One Night's  Hersi,,
2014,Israel,Mei Finegold,Same Heart,Heart,Same  Mei Finegold,,
2014,Georgia,The Shin and Mariko,Three Minutes To Earth,Earth,Three Minutes To  The Shin and Mariko,,
2014,Moldova,Cristina Scarlat,Wild Soul,Soul,Wild  Cristina Scarlat,,
2014,Netherlands,The Common Linnets,Calm After The Storm,Storm,Calm After The  The Common Linnets,,
2014,Sweden,Sanna Nielsen,Undo,Undo, Sanna Nielsen,,
2014,Hungary,András Kállay-Saunders,Running,Running, András Kállay-Saunders,,
2014,Armenia,Aram MP3,Not Alone,Alone,Not  Aram MP3,,
2014,Ukraine,Mariya Yaremchuk,Tick - Tock,Tock,Tick -  Mariya Yaremchuk,,
2014,Russia,Tolmachevy Sisters,Shine,Shine, Tolmachevy Sisters,,
2014,Montenegro,Sergej Ćetković,Moj svijet,svijet,Moj  Sergej Ćetković,,
2014,Iceland,Pollapönk,No Prejudice,Prejudice,No  Pollapönk,,
2014,Azerbaijan,Dilara Kazimova,Start A Fire,Fire,Start A  Dilara Kazimova,,
2014,San Marino,Valentina Monetta,Maybe (Forse),(Forse),Maybe  Valentina Monetta,,
2014,Portugal,Suzy,Quero ser tua,tua,Quero ser  Suzy,,
2014,Estonia,Tanja,Amazing,Amazing, Tanja,,
2014,Latvia,Aarzemnieki,Cake To Bake,Bake,Cake To  Aarzemnieki,,
2014,Belgium,Axel Hirsoux,Mother,Mother, Axel Hirsoux,,
2014,Albania,Hersi,One Night's Anger,Anger,One Night's  Hersi,,
2014,Moldova,Cristina Scarlat,Wild Soul,Soul,Wild  Cristina Scarlat,,
2014,Austria,Conchita Wurst,Rise Like a Phoenix,Phoenix,Rise Like a  Conchita Wurst,,
2014,Romania,Paula Seling & OVI,Miracle,Miracle, Paula Seling & OVI,,
2014,Finland,Softengine,Something Better,Better,Something  Softengine,,
2014,Switzerland,Sebalter,Hunter Of Stars,Stars,Hunter Of  Sebalter,,
2014,Belarus,Teo,Cheesecake,Cheesecake, Teo,,
2014,Norway,Carl Espen,Silent Storm,Storm,Silent  Carl Espen,,
2014,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,Up,Rise  Freaky Fortune feat. RiskyKidd,,
2014,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,Slavic,My Słowianie - We Are  Donatan & Cleo,,
2014,Malta,Firelight,Coming Home,Home,Coming  Firelight,,
2014,Slovenia,Tinkara Kovač,and Round,Round, and  Tinkara Kovač,,
2014,Lithuania,Vilija Matačiūnaitė,Attention,Attention, Vilija Matačiūnaitė,,
2014,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,Heartbeat, Can-Linn feat. Kasey Smith,,
2014,North Macedonia,Tijana,To the Sky,Sky,To the  Tijana,,
2014,Israel,Mei Finegold,Same Heart,Heart,Same  Mei Finegold,,
2014,Georgia,The Shin and Mariko,Three Minutes To Earth,Earth,Three Minutes To  The Shin and Mariko,,
2015,Sweden,Måns Zelmerlöw,Heroes,Heroes, Måns Zelmerlöw,1.0,365.0
2015,Russia,Polina Gagarina,A Million Voices,Voices,A Million  Polina Gagarina,2.0,303.0
2015,Italy,Il Volo,Grande amore,amore,Grande  Il Volo,3.0,292.0
2015,Belgium,Loïc Nottet,Rhythm Inside,Inside,Rhythm  Loïc Nottet,4.0,217.0
2015,Australia,Guy Sebastian,Tonight Again,Again,Tonight  Guy Sebastian,5.0,196.0
2015,Latvia,Aminata,Love Injected,Injected,Love  Aminata,6.0,186.0
2015,Estonia,Elina Born & Stig Rästa,Goodbye to Yesterday,Yesterday,Goodbye to  Elina Born & Stig Rästa,7.0,106.0
2015,Norway,Mørland & Debrah Scarlett,A Monster Like Me,Me,A Monster Like  Mørland & Debrah Scarlett,8.0,102.0
2015,Israel,Nadav Guedj,Golden Boy,Boy,Golden  Nadav Guedj,9.0,97.0
2015,Serbia,Bojana Stamenov,Beauty Never Lies,Lies,Beauty Never  Bojana Stamenov,10.0,53.0
2015,Georgia,Nina Sublatti,Warrior,Warrior, Nina Sublatti,11.0,51.0
2015,Azerbaijan,Elnur Hüseynov,Hour Of The Wolf,Wolf,Hour Of The  Elnur Hüseynov,12.0,49.0
2015,Montenegro,Knez,Adio,Adio, Knez,13.0,44.0
2015,Slovenia,Maraaya,Here for You,You,Here for  Maraaya,14.0,39.0
2015,Romania,Voltaj,De la capăt / All Over Again,Again,De la capăt / All Over  Voltaj,15.0,35.0
2015,Armenia,Genealogy,Face The Shadow,Shadow,Face The  Genealogy,16.0,34.0
2015,Albania,Elhaida Dani,I'm Alive,Alive,I'm  Elhaida Dani,17.0,34.0
2015,Lithuania,Monika & Vaidas,This Time,Time,This  Monika & Vaidas,18.0,30.0
2015,Greece,Maria Elena Kyriakou,One Last Breath,Breath,One Last  Maria Elena Kyriakou,19.0,23.0
2015,Hungary,Boggie,Wars For Nothing,Nothing,Wars For  Boggie,20.0,19.0
2015,Spain,Edurne,Amanecer,Amanecer, Edurne,21.0,15.0
2015,Cyprus,John Karayiannis,One Thing I Should Have Done,Done,One Thing I Should Have  John Karayiannis,22.0,11.0
2015,Poland,Monika Kuszyńska,In The Name Of Love,Love,In The Name Of  Monika Kuszyńska,23.0,10.0
2015,United Kingdom,Electro Velvet,Still in Love with You,You,Still in Love with  Electro Velvet,24.0,5.0
2015,France,Lisa Angell,N’oubliez pas,pas,N’oubliez  Lisa Angell,25.0,4.0
2015,Austria,The Makemakes,I Am Yours,Yours,I Am  The Makemakes,26.0,0.0
2015,Germany,Ann Sophie,Black Smoke,Smoke,Black  Ann Sophie,27.0,0.0
2015,Moldova,Eduard Romanyuta,I Want Your Love,Love,I Want Your  Eduard Romanyuta,,
2015,Malta,Amber,Warrior,Warrior, Amber,,
2015,Belarus,Uzari & Maimuna,Time,Time, Uzari & Maimuna,,
2015,Ireland,Molly Sterling,Playing With Numbers,Numbers,Playing With  Molly Sterling,,
2015,Denmark,Anti Social Media,The Way You Are,Are,The Way You  Anti Social Media,,
2015,Netherlands,Trijntje Oosterhuis,Walk Along,Along,Walk  Trijntje Oosterhuis,,
2015,Czechia,Marta Jandová & Václav Noid Bárta,Hope Never Dies,Dies,Hope Never  Marta Jandová & Václav Noid Bárta,,
2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,Leaves,Autumn  Daniel Kajmakoski,,
2015,Portugal,Leonor Andrade,Há um mar que nos separa,separa,Há um mar que nos  Leonor Andrade,,
2015,Iceland,Maria Olafs,Unbroken,Unbroken, Maria Olafs,,
2015,Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,pitää,Aina mun  Pertti Kurikan Nimipäivät,,
2015,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,Lights,Chain Of  Michele Perniola & Anita Simoncini,,
2015,Switzerland,Mélanie René,Time To Shine,Shine,Time To  Mélanie René,,
2015,Russia,Polina Gagarina,A Million Voices,Voices,A Million  Polina Gagarina,,
2015,Belgium,Loïc Nottet,Rhythm Inside,Inside,Rhythm  Loïc Nottet,,
2015,Estonia,Elina Born & Stig Rästa,Goodbye to Yesterday,Yesterday,Goodbye to  Elina Born & Stig Rästa,,
2015,Georgia,Nina Sublatti,Warrior,Warrior, Nina Sublatti,,
2015,Romania,Voltaj,De la capăt / All Over Again,Again,De la capăt / All Over  Voltaj,,
2015,Greece,Maria Elena Kyriakou,One Last Breath,Breath,One Last  Maria Elena Kyriakou,,
